run_id,parent_run_id,timestamp_utc,git_commit,dirty,config_sha256,molecule_id,exposure_tier,outer_split,action,stage,status,fidelity,lambda,beads,requested_steps,completed_steps,seed,device,wall_seconds,wall_hours,gpu_hours,cpu_hours,simulated_time_ps,force_evaluations,bead_windows,qc_status,quality_control,failure_reason,input_sha256,output_sha256,freeze_commit,command
AS-P2-CALIBRATION-ethanol-L10-A01,,2026-09-03T03:02:14.373160+00:00,,,594b314bcc016d9f24e7f78de7e9e11c2958e1bd5ef5be6211f49fcba5a9c114,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,,,,phase2_dense_calibration,completed,,0.8,2.0,,,,,43.0033542457968,,0.011945376179388,0.095563009435104,5.0,,2.0,,"{'energy_sha256': 'c5fd711c2f55f33016874098de9cdeedfe7b93c63fcaec000cf14ad3ca65f251', 'finite_response': True, 'frames': 51, 'mean_density_g_cm3': 1.0069115697205884, 'mean_temperature_kelvin': 302.12710472215684, 'passed': True, 'success_marker': True, 'system_energy_file': '/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/calibration/ethanol/lambda_0p80/output/Task5_MD_Transition_LIGAnnihilation_10__SYSTEM.ene'}",,,,c981630d5f7a4aba7df35948f636a590b1870acf,"['/home/galoren/Freecurve_AI_Solvation/repositories/arbalest/build_solvation_gcc10/ARBALEST/ARBALEST', '--gpu', 'true', '--gpudeviceid', '0', '--omp', '8', '--outTS', '0', '--log', 'Arbalest_attempt_01.log', '-C', 'conf.xml']"
AS-P2-CALIBRATION-ethanol-L11-A01,,2026-09-03T03:03:07.460440+00:00,,,e9b707eb23c56ed131eb1b480b22030ef7b0ceffe1959b2638451b31ee4d572f,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,,,,phase2_dense_calibration,completed,,0.85,2.0,,,,,53.05787437502295,,0.014738298437506375,0.117906387500051,5.0,,2.0,,"{'energy_sha256': 'cb382351a9a748fe5a9fa8fd7d185a578cdd8b05753801aa240074d38cd33bed', 'finite_response': True, 'frames': 51, 'mean_density_g_cm3': 1.0242895344019607, 'mean_temperature_kelvin': 300.71645634078436, 'passed': True, 'success_marker': True, 'system_energy_file': '/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/calibration/ethanol/lambda_0p85/output/Task5_MD_Transition_LIGAnnihilation_11__SYSTEM.ene'}",,,,c981630d5f7a4aba7df35948f636a590b1870acf,"['/home/galoren/Freecurve_AI_Solvation/repositories/arbalest/build_solvation_gcc10/ARBALEST/ARBALEST', '--gpu', 'true', '--gpudeviceid', '0', '--omp', '8', '--outTS', '0', '--log', 'Arbalest_attempt_01.log', '-C', 'conf.xml']"
AS-P2-CALIBRATION-ethanol-L13-A01,,2026-09-03T03:04:01.918484+00:00,,,e28a0e45f6feb5605953703f0667a0133b90c2934c1d7975e2a106b146b38d21,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,,,,phase2_dense_calibration,completed,,0.95,2.0,,,,,54.43320450489409,,0.015120334584692804,0.12096267667754243,5.0,,2.0,,"{'energy_sha256': 'e987ed218f6d40ff02222a63ac5c40ddbe29309242d12cafef3adcd8fa2124e8', 'finite_response': True, 'frames': 51, 'mean_density_g_cm3': 1.0203447651788238, 'mean_temperature_kelvin': 301.7937971062745, 'passed': True, 'success_marker': True, 'system_energy_file': '/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/calibration/ethanol/lambda_0p95/output/Task5_MD_Transition_LIGAnnihilation_13__SYSTEM.ene'}",,,,c981630d5f7a4aba7df35948f636a590b1870acf,"['/home/galoren/Freecurve_AI_Solvation/repositories/arbalest/build_solvation_gcc10/ARBALEST/ARBALEST', '--gpu', 'true', '--gpudeviceid', '0', '--omp', '8', '--outTS', '0', '--log', 'Arbalest_attempt_01.log', '-C', 'conf.xml']"
AS-P2-CALIBRATION-ethanol-L14-A01,,2026-09-03T03:04:47.738089+00:00,,,ff429b6ff50780b4bdfe96ff88a93e6d38f5cd711e2ec0b3b0d42d8767d880b0,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,,,,phase2_dense_calibration,completed,,1.0,2.0,,,,,45.803858577040955,,0.012723294049178043,0.10178635239342435,5.0,,2.0,,"{'energy_sha256': 'a5e6337dc56ae816de0c9ce21c3f6690f58bd505a1040804473dc544a38492a2', 'finite_response': True, 'frames': 51, 'mean_density_g_cm3': 1.0262500254037255, 'mean_temperature_kelvin': 300.82072289666667, 'passed': True, 'success_marker': True, 'system_energy_file': '/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/calibration/ethanol/lambda_1p00/output/Task5_MD_Transition_LIGAnnihilation_14__SYSTEM.ene'}",,,,c981630d5f7a4aba7df35948f636a590b1870acf,"['/home/galoren/Freecurve_AI_Solvation/repositories/arbalest/build_solvation_gcc10/ARBALEST/ARBALEST', '--gpu', 'true', '--gpudeviceid', '0', '--omp', '8', '--outTS', '0', '--log', 'Arbalest_attempt_01.log', '-C', 'conf.xml']"
AS-P2-CALIBRATION-propane-L00-A01,,2026-09-03T03:05:31.054056+00:00,,,a943e4da7e8c74a34be6a1d346ce36a331997a75af3d57f2d60327a2487261d7,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,,,,phase2_dense_calibration,completed,,0.0,2.0,,,,,43.29383515706286,,0.01202606532140635,0.0962085225712508,5.0,,2.0,,"{'energy_sha256': '9fd4b97f7c977315908631df18d3f6d11561293e0e6d6122d4768d0027c8bf7c', 'finite_response': True, 'frames': 51, 'mean_density_g_cm3': 1.0151503460911764, 'mean_temperature_kelvin': 300.884586614902, 'passed': True, 'success_marker': True, 'system_energy_file': '/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/calibration/propane/lambda_0p00/output/Task5_MD_Transition_LIGAnnihilation_0__SYSTEM.ene'}",,,,c981630d5f7a4aba7df35948f636a590b1870acf,"['/home/galoren/Freecurve_AI_Solvation/repositories/arbalest/build_solvation_gcc10/ARBALEST/ARBALEST', '--gpu', 'true', '--gpudeviceid', '0', '--omp', '8', '--outTS', '0', '--log', 'Arbalest_attempt_01.log', '-C', 'conf.xml']"
AS-P2-CALIBRATION-propane-L01-A01,,2026-09-03T03:06:14.477113+00:00,,,0ab42ba0ec46d78e8b6f8ecd1f99e28af0c6c4303357d7673aa3376a9fb91953,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,,,,phase2_dense_calibration,completed,,0.05,2.0,,,,,43.39150952594355,,0.012053197090539874,0.09642557672431899,5.0,,2.0,,"{'energy_sha256': '37d07482e77d8b7a8b93449d359b7d68c2ba15b154cc7b78296308239a79ae43', 'finite_response': True, 'frames': 51, 'mean_density_g_cm3': 1.0198759692592159, 'mean_temperature_kelvin': 300.4775576127451, 'passed': True, 'success_marker': True, 'system_energy_file': '/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/calibration/propane/lambda_0p05/output/Task5_MD_Transition_LIGAnnihilation_1__SYSTEM.ene'}",,,,c981630d5f7a4aba7df35948f636a590b1870acf,"['/home/galoren/Freecurve_AI_Solvation/repositories/arbalest/build_solvation_gcc10/ARBALEST/ARBALEST', '--gpu', 'true', '--gpudeviceid', '0', '--omp', '8', '--outTS', '0', '--log', 'Arbalest_attempt_01.log', '-C', 'conf.xml']"
AS-P2-CALIBRATION-propane-L03-A01,,2026-09-03T03:07:07.873353+00:00,,,ddaf1e9e53150bb699e1bf81deb725f196acf75c3f0cb8f45830c613a6e140e8,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,,,,phase2_dense_calibration,completed,,0.2,2.0,,,,,53.36606614594348,,0.014823907262762077,0.11859125810209661,5.0,,2.0,,"{'energy_sha256': 'f347dd18241fc370a346d1cbced167ac8f62dee57b1def1a942c35bf224e1202', 'finite_response': True, 'frames': 51, 'mean_density_g_cm3': 1.007634081993137, 'mean_temperature_kelvin': 299.7956726168627, 'passed': True, 'success_marker': True, 'system_energy_file': '/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/calibration/propane/lambda_0p20/output/Task5_MD_Transition_LIGAnnihilation_3__SYSTEM.ene'}",,,,c981630d5f7a4aba7df35948f636a590b1870acf,"['/home/galoren/Freecurve_AI_Solvation/repositories/arbalest/build_solvation_gcc10/ARBALEST/ARBALEST', '--gpu', 'true', '--gpudeviceid', '0', '--omp', '8', '--outTS', '0', '--log', 'Arbalest_attempt_01.log', '-C', 'conf.xml']"
AS-P2-CALIBRATION-propane-L04-A01,,2026-09-03T03:07:51.658422+00:00,,,38b406f01ef224126568c46c305f91d0e5191e1157842cc4db17a53dec8fc1d1,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,,,,phase2_dense_calibration,completed,,0.3,2.0,,,,,43.753932127030566,,0.012153870035286268,0.09723096028229014,5.0,,2.0,,"{'energy_sha256': 'cece947ae41a453f3b7db9417a0f8c783c08d7e0dddd2d185875484dc3c3da55', 'finite_response': True, 'frames': 51, 'mean_density_g_cm3': 1.0154903031739215, 'mean_temperature_kelvin': 302.7572459494118, 'passed': True, 'success_marker': True, 'system_energy_file': '/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/calibration/propane/lambda_0p30/output/Task5_MD_Transition_LIGAnnihilation_4__SYSTEM.ene'}",,,,c981630d5f7a4aba7df35948f636a590b1870acf,"['/home/galoren/Freecurve_AI_Solvation/repositories/arbalest/build_solvation_gcc10/ARBALEST/ARBALEST', '--gpu', 'true', '--gpudeviceid', '0', '--omp', '8', '--outTS', '0', '--log', 'Arbalest_attempt_01.log', '-C', 'conf.xml']"
AS-P2-CALIBRATION-propane-L05-A01,,2026-09-03T03:08:44.094288+00:00,,,3b0eb9d069b3bdde6641eb5fa444b408128f00ee4a1c3311261e3342fe5d06c6,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,,,,phase2_dense_calibration,completed,,0.4,2.0,,,,,52.41128312400542,,0.014558689756668172,0.11646951805334538,5.0,,2.0,,"{'energy_sha256': '571c3a2de7e68dd8965ccd95dfcb3d1cbb98a2648321d78c2345fc0e1f686c6f', 'finite_response': True, 'frames': 51, 'mean_density_g_cm3': 1.0175341493245096, 'mean_temperature_kelvin': 303.4698057286274, 'passed': True, 'success_marker': True, 'system_energy_file': '/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/calibration/propane/lambda_0p40/output/Task5_MD_Transition_LIGAnnihilation_5__SYSTEM.ene'}",,,,c981630d5f7a4aba7df35948f636a590b1870acf,"['/home/galoren/Freecurve_AI_Solvation/repositories/arbalest/build_solvation_gcc10/ARBALEST/ARBALEST', '--gpu', 'true', '--gpudeviceid', '0', '--omp', '8', '--outTS', '0', '--log', 'Arbalest_attempt_01.log', '-C', 'conf.xml']"
AS-P2-CALIBRATION-propane-L07-A01,,2026-09-03T03:09:29.320467+00:00,,,480899e49b3eacba957b1bde15d23510661cc9bcc1c174366daeee1e2c7f3ed3,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,,,,phase2_dense_calibration,completed,,0.6,2.0,,,,,45.204224325018004,,0.012556728979171667,0.10045383183337334,5.0,,2.0,,"{'energy_sha256': 'bdba9372ee132dce2e2a6850378b306b5a9bdf05b32dd64c9cdd0be164d1a122', 'finite_response': True, 'frames': 51, 'mean_density_g_cm3': 1.0230292889252943, 'mean_temperature_kelvin': 301.4741141315686, 'passed': True, 'success_marker': True, 'system_energy_file': '/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/calibration/propane/lambda_0p60/output/Task5_MD_Transition_LIGAnnihilation_7__SYSTEM.ene'}",,,,c981630d5f7a4aba7df35948f636a590b1870acf,"['/home/galoren/Freecurve_AI_Solvation/repositories/arbalest/build_solvation_gcc10/ARBALEST/ARBALEST', '--gpu', 'true', '--gpudeviceid', '0', '--omp', '8', '--outTS', '0', '--log', 'Arbalest_attempt_01.log', '-C', 'conf.xml']"
AS-P2-CALIBRATION-propane-L08-A01,,2026-09-03T03:10:12.632854+00:00,,,516dc5c11e0cd0a78f71b29982853186583912d23c692df2d45ebdfe0dcd95ac,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,,,,phase2_dense_calibration,completed,,0.7,2.0,,,,,43.29831970995292,,0.012027311030542477,0.09621848824433982,5.0,,2.0,,"{'energy_sha256': '8d1a992ea1522af7ce6de548380cc7b75fc8aaa81628dadf24dc92092d2e2f06', 'finite_response': True, 'frames': 51, 'mean_density_g_cm3': 1.0292590779158823, 'mean_temperature_kelvin': 300.47949308450984, 'passed': True, 'success_marker': True, 'system_energy_file': '/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/calibration/propane/lambda_0p70/output/Task5_MD_Transition_LIGAnnihilation_8__SYSTEM.ene'}",,,,c981630d5f7a4aba7df35948f636a590b1870acf,"['/home/galoren/Freecurve_AI_Solvation/repositories/arbalest/build_solvation_gcc10/ARBALEST/ARBALEST', '--gpu', 'true', '--gpudeviceid', '0', '--omp', '8', '--outTS', '0', '--log', 'Arbalest_attempt_01.log', '-C', 'conf.xml']"
AS-P2-CALIBRATION-propane-L09-A01,,2026-09-03T03:11:07.867875+00:00,,,1daa0e438a4ecfbecb0c6b87445f90c2f2dab0f98336e384a4a672cb71baef82,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,,,,phase2_dense_calibration,completed,,0.75,2.0,,,,,55.21474388986826,,0.01533742885829674,0.12269943086637392,5.0,,2.0,,"{'energy_sha256': '94d3b2891e88507181364076b32b92d84c4f002761f7371cef76cbec1632b279', 'finite_response': True, 'frames': 51, 'mean_density_g_cm3': 1.0277147970880391, 'mean_temperature_kelvin': 302.28846895960777, 'passed': True, 'success_marker': True, 'system_energy_file': '/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/calibration/propane/lambda_0p75/output/Task5_MD_Transition_LIGAnnihilation_9__SYSTEM.ene'}",,,,c981630d5f7a4aba7df35948f636a590b1870acf,"['/home/galoren/Freecurve_AI_Solvation/repositories/arbalest/build_solvation_gcc10/ARBALEST/ARBALEST', '--gpu', 'true', '--gpudeviceid', '0', '--omp', '8', '--outTS', '0', '--log', 'Arbalest_attempt_01.log', '-C', 'conf.xml']"
AS-P2-CALIBRATION-propane-L10-A01,,2026-09-03T03:11:53.150653+00:00,,,32f911c1c9e6da9b300e988d70eb643f2024a813e5af1ba6e95c793f0eb03729,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,,,,phase2_dense_calibration,completed,,0.8,2.0,,,,,45.25138397095725,,0.012569828880821457,0.10055863104657166,5.0,,2.0,,"{'energy_sha256': '549ed0f77163d61005c713832524098c3974df06a06bf95090c0019fb180ff4f', 'finite_response': True, 'frames': 51, 'mean_density_g_cm3': 1.021309798232941, 'mean_temperature_kelvin': 302.6268173119608, 'passed': True, 'success_marker': True, 'system_energy_file': '/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/calibration/propane/lambda_0p80/output/Task5_MD_Transition_LIGAnnihilation_10__SYSTEM.ene'}",,,,c981630d5f7a4aba7df35948f636a590b1870acf,"['/home/galoren/Freecurve_AI_Solvation/repositories/arbalest/build_solvation_gcc10/ARBALEST/ARBALEST', '--gpu', 'true', '--gpudeviceid', '0', '--omp', '8', '--outTS', '0', '--log', 'Arbalest_attempt_01.log', '-C', 'conf.xml']"
AS-P2-CALIBRATION-propane-L11-A01,,2026-09-03T03:12:36.613672+00:00,,,fbd21490a40f2809ec3af9236a8fab6076f411401ba91f556f95c846c920cf3f,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,,,,phase2_dense_calibration,completed,,0.85,2.0,,,,,43.44141447590664,,0.012067059576640733,0.09653647661312587,5.0,,2.0,,"{'energy_sha256': '26acb59e5873587ad6daa8f24d49429854b8458cde6eb73f435491e2931cd3ae', 'finite_response': True, 'frames': 51, 'mean_density_g_cm3': 1.0238761455831373, 'mean_temperature_kelvin': 301.01022854999997, 'passed': True, 'success_marker': True, 'system_energy_file': '/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/calibration/propane/lambda_0p85/output/Task5_MD_Transition_LIGAnnihilation_11__SYSTEM.ene'}",,,,c981630d5f7a4aba7df35948f636a590b1870acf,"['/home/galoren/Freecurve_AI_Solvation/repositories/arbalest/build_solvation_gcc10/ARBALEST/ARBALEST', '--gpu', 'true', '--gpudeviceid', '0', '--omp', '8', '--outTS', '0', '--log', 'Arbalest_attempt_01.log', '-C', 'conf.xml']"
AS-P2-CALIBRATION-propane-L13-A01,,2026-09-03T03:13:19.820368+00:00,,,6acd9be613d49428d4f1f90f2856b1a064c6afa54171bc9c94949334792ff319,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,,,,phase2_dense_calibration,completed,,0.95,2.0,,,,,43.192221075994894,,0.01199783918777636,0.09598271350221088,5.0,,2.0,,"{'energy_sha256': '268a4ab115e27620c9f2ccdf21494641c70522f978081951b0cd23ae6cc2504b', 'finite_response': True, 'frames': 51, 'mean_density_g_cm3': 1.0197695812666667, 'mean_temperature_kelvin': 301.3857472701961, 'passed': True, 'success_marker': True, 'system_energy_file': '/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/calibration/propane/lambda_0p95/output/Task5_MD_Transition_LIGAnnihilation_13__SYSTEM.ene'}",,,,c981630d5f7a4aba7df35948f636a590b1870acf,"['/home/galoren/Freecurve_AI_Solvation/repositories/arbalest/build_solvation_gcc10/ARBALEST/ARBALEST', '--gpu', 'true', '--gpudeviceid', '0', '--omp', '8', '--outTS', '0', '--log', 'Arbalest_attempt_01.log', '-C', 'conf.xml']"
AS-P2-CALIBRATION-propane-L14-A01,,2026-09-03T03:14:11.490364+00:00,,,f9f4f8ccf95cd6329adc151f2c1baf7240066507ac7fd224412df3e014e6566c,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,,,,phase2_dense_calibration,completed,,1.0,2.0,,,,,51.65644441987388,,0.014349012338853856,0.11479209871083085,5.0,,2.0,,"{'energy_sha256': 'a209d0759a01dc272e6f03560a4c7aed1e7b3ca63dac4d65ed1dd45eccab6a7a', 'finite_response': True, 'frames': 51, 'mean_density_g_cm3': 1.021392860762745, 'mean_temperature_kelvin': 302.0587177411765, 'passed': True, 'success_marker': True, 'system_energy_file': '/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/calibration/propane/lambda_1p00/output/Task5_MD_Transition_LIGAnnihilation_14__SYSTEM.ene'}",,,,c981630d5f7a4aba7df35948f636a590b1870acf,"['/home/galoren/Freecurve_AI_Solvation/repositories/arbalest/build_solvation_gcc10/ARBALEST/ARBALEST', '--gpu', 'true', '--gpudeviceid', '0', '--omp', '8', '--outTS', '0', '--log', 'Arbalest_attempt_01.log', '-C', 'conf.xml']"
AS-P2-CALIBRATION-pyridine-L00-A01,,2026-09-03T03:15:05.399190+00:00,,,61cbf704e6bfe02e9a225c99c02d8fa977eb342cb02b0f4dc19fd6a3e80b1be1,JUJWROOIHBZHMG-UHFFFAOYSA-N,,,,phase2_dense_calibration,completed,,0.0,2.0,,,,,53.88586330995895,,0.014968295363877487,0.1197463629110199,5.0,,2.0,,"{'energy_sha256': 'd0b001c6c4252fa3905e7793b5864c957a0e14c03e41c43e472285b8c54379ac', 'finite_response': True, 'frames': 51, 'mean_density_g_cm3': 1.0199818055233334, 'mean_temperature_kelvin': 301.0692168496078, 'passed': True, 'success_marker': True, 'system_energy_file': '/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/calibration/pyridine/lambda_0p00/output/Task5_MD_Transition_LIGAnnihilation_0__SYSTEM.ene'}",,,,c981630d5f7a4aba7df35948f636a590b1870acf,"['/home/galoren/Freecurve_AI_Solvation/repositories/arbalest/build_solvation_gcc10/ARBALEST/ARBALEST', '--gpu', 'true', '--gpudeviceid', '0', '--omp', '8', '--outTS', '0', '--log', 'Arbalest_attempt_01.log', '-C', 'conf.xml']"
AS-P2-CALIBRATION-pyridine-L01-A01,,2026-09-03T03:15:49.470165+00:00,,,b8e03437427cf40f071149e7061f624e1fcdcfa2bab32cd28446015da9453b24,JUJWROOIHBZHMG-UHFFFAOYSA-N,,,,phase2_dense_calibration,completed,,0.05,2.0,,,,,44.04666549782269,,0.012235184860506301,0.09788147888405041,5.0,,2.0,,"{'energy_sha256': 'fe0d9be44563135c5f7bdfe02b1f95f4b46a86b4a2f9cb8d388172531ae41bbc', 'finite_response': True, 'frames': 51, 'mean_density_g_cm3': 1.0174855364884314, 'mean_temperature_kelvin': 301.3284374343137, 'passed': True, 'success_marker': True, 'system_energy_file': '/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/calibration/pyridine/lambda_0p05/output/Task5_MD_Transition_LIGAnnihilation_1__SYSTEM.ene'}",,,,c981630d5f7a4aba7df35948f636a590b1870acf,"['/home/galoren/Freecurve_AI_Solvation/repositories/arbalest/build_solvation_gcc10/ARBALEST/ARBALEST', '--gpu', 'true', '--gpudeviceid', '0', '--omp', '8', '--outTS', '0', '--log', 'Arbalest_attempt_01.log', '-C', 'conf.xml']"
AS-P2-CALIBRATION-pyridine-L03-A01,,2026-09-03T03:16:43.805355+00:00,,,dbe181f23e4d050069f34d934fd3eafe36aba61b1f104d19dae40ad97238c595,JUJWROOIHBZHMG-UHFFFAOYSA-N,,,,phase2_dense_calibration,completed,,0.2,2.0,,,,,54.31011370802298,,0.015086142696673051,0.12068914157338441,5.0,,2.0,,"{'energy_sha256': 'c124cd5564e5d7b93c263dff18883fab33be0cdb5331d03bd426d38d9b6064fe', 'finite_response': True, 'frames': 51, 'mean_density_g_cm3': 1.0348828511960784, 'mean_temperature_kelvin': 300.64011674960784, 'passed': True, 'success_marker': True, 'system_energy_file': '/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/calibration/pyridine/lambda_0p20/output/Task5_MD_Transition_LIGAnnihilation_3__SYSTEM.ene'}",,,,fb37742f34a4ca60923b3ea78a121e19f95f2364,"['/home/galoren/Freecurve_AI_Solvation/repositories/arbalest/build_solvation_gcc10/ARBALEST/ARBALEST', '--gpu', 'true', '--gpudeviceid', '0', '--omp', '8', '--outTS', '0', '--log', 'Arbalest_attempt_01.log', '-C', 'conf.xml']"
AS-P2-CALIBRATION-pyridine-L04-A01,,2026-09-03T03:17:28.533120+00:00,,,41f5b07122c812328a3d55c3f6d691c1e532f7a0428dd507ba575b76afaac360,JUJWROOIHBZHMG-UHFFFAOYSA-N,,,,phase2_dense_calibration,completed,,0.3,2.0,,,,,44.70673785707913,,0.012418538293633093,0.09934830634906475,5.0,,2.0,,"{'energy_sha256': '42ff1945c63ff8c34268d596794b7c35e44f65458f58a8dcec6d55251b41087b', 'finite_response': True, 'frames': 51, 'mean_density_g_cm3': 1.0275544179113725, 'mean_temperature_kelvin': 302.7488716703922, 'passed': True, 'success_marker': True, 'system_energy_file': '/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/calibration/pyridine/lambda_0p30/output/Task5_MD_Transition_LIGAnnihilation_4__SYSTEM.ene'}",,,,fb37742f34a4ca60923b3ea78a121e19f95f2364,"['/home/galoren/Freecurve_AI_Solvation/repositories/arbalest/build_solvation_gcc10/ARBALEST/ARBALEST', '--gpu', 'true', '--gpudeviceid', '0', '--omp', '8', '--outTS', '0', '--log', 'Arbalest_attempt_01.log', '-C', 'conf.xml']"
AS-P2-CALIBRATION-pyridine-L05-A01,,2026-09-03T03:18:15.359088+00:00,,,5a533f9bd2970e7aba663518acd4ccbb49a8a72bf41596e39199cda45d61b39e,JUJWROOIHBZHMG-UHFFFAOYSA-N,,,,phase2_dense_calibration,completed,,0.4,2.0,,,,,46.81098521105014,,0.013003051447513927,0.10402441158011141,5.0,,2.0,,"{'energy_sha256': '6313221e81df966afc64037dd29322602a963a124fdd5e29d5e44c65a6a98962', 'finite_response': True, 'frames': 51, 'mean_density_g_cm3': 1.020291697315294, 'mean_temperature_kelvin': 300.7126710611765, 'passed': True, 'success_marker': True, 'system_energy_file': '/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/calibration/pyridine/lambda_0p40/output/Task5_MD_Transition_LIGAnnihilation_5__SYSTEM.ene'}",,,,fb37742f34a4ca60923b3ea78a121e19f95f2364,"['/home/galoren/Freecurve_AI_Solvation/repositories/arbalest/build_solvation_gcc10/ARBALEST/ARBALEST', '--gpu', 'true', '--gpudeviceid', '0', '--omp', '8', '--outTS', '0', '--log', 'Arbalest_attempt_01.log', '-C', 'conf.xml']"
AS-P2-CALIBRATION-pyridine-L07-A01,,2026-09-03T03:18:59.732932+00:00,,,5bda5f3210a1f72edaa0b90d70016bca234573ffcfe080e9830c983ecbf76722,JUJWROOIHBZHMG-UHFFFAOYSA-N,,,,phase2_dense_calibration,completed,,0.6,2.0,,,,,44.34906556690112,,0.012319184879694755,0.09855347903755804,5.0,,2.0,,"{'energy_sha256': '94a2f90fb7395d0fe9650786f19566a2aca02215d969144418c3dfb2e910bfdf', 'finite_response': True, 'frames': 51, 'mean_density_g_cm3': 1.0190994860325489, 'mean_temperature_kelvin': 302.56480948725493, 'passed': True, 'success_marker': True, 'system_energy_file': '/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/calibration/pyridine/lambda_0p60/output/Task5_MD_Transition_LIGAnnihilation_7__SYSTEM.ene'}",,,,fb37742f34a4ca60923b3ea78a121e19f95f2364,"['/home/galoren/Freecurve_AI_Solvation/repositories/arbalest/build_solvation_gcc10/ARBALEST/ARBALEST', '--gpu', 'true', '--gpudeviceid', '0', '--omp', '8', '--outTS', '0', '--log', 'Arbalest_attempt_01.log', '-C', 'conf.xml']"
AS-P2-CALIBRATION-pyridine-L08-A01,,2026-09-03T03:19:48.876753+00:00,,,10a17f6577cbc54ec64aa187b7e52452edccc886f3d4ffffa96ea8a6f622d0fb,JUJWROOIHBZHMG-UHFFFAOYSA-N,,,,phase2_dense_calibration,completed,,0.7,2.0,,,,,49.11533171404153,,0.01364314769834487,0.10914518158675895,5.0,,2.0,,"{'energy_sha256': '24f344760d1b2614b809aa757a2be5ce4570e542ff2524ea4ca3fc9095ec11e7', 'finite_response': True, 'frames': 51, 'mean_density_g_cm3': 1.023811379134902, 'mean_temperature_kelvin': 301.39961205470587, 'passed': True, 'success_marker': True, 'system_energy_file': '/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/calibration/pyridine/lambda_0p70/output/Task5_MD_Transition_LIGAnnihilation_8__SYSTEM.ene'}",,,,fb37742f34a4ca60923b3ea78a121e19f95f2364,"['/home/galoren/Freecurve_AI_Solvation/repositories/arbalest/build_solvation_gcc10/ARBALEST/ARBALEST', '--gpu', 'true', '--gpudeviceid', '0', '--omp', '8', '--outTS', '0', '--log', 'Arbalest_attempt_01.log', '-C', 'conf.xml']"
